"X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Car_Age","Brand","Kilometers_Per_Year","Is_First_Owner","Fuel_Type_Diesel","Fuel_Type_Electric","Fuel_Type_Petrol","Transmission_Automatic","Transmission_Manual","Brand_Ambassador","Brand_Audi","Brand_Bentley","Brand_BMW","Brand_Chevrolet","Brand_Datsun","Brand_Fiat","Brand_Force","Brand_Ford","Brand_Honda","Brand_Hyundai","Brand_Isuzu","Brand_ISUZU","Brand_Jaguar","Brand_Jeep","Brand_Lamborghini","Brand_Land","Brand_Mahindra","Brand_Maruti","Brand_Mercedes-Benz","Brand_Mini","Brand_Mitsubishi","Brand_Nissan","Brand_Porsche","Brand_Renault","Brand_Skoda","Brand_Tata","Brand_Toyota","Brand_Volkswagen","Brand_Volvo","Location_Ahmedabad","Location_Bangalore","Location_Chennai","Location_Coimbatore","Location_Delhi","Location_Hyderabad","Location_Jaipur","Location_Kochi","Location_Kolkata","Location_Mumbai","Location_Pune"
4793,"Maruti Ciaz VDi Plus","Chennai",2015,90000,"Diesel","Manual","First",26.21,1248,88.5,5,11.665,6.5,10,"Maruti",8182,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4794,"Maruti Vitara Brezza VDi Option","Hyderabad",2018,11000,"Diesel","Manual","First",24.3,1248,88.5,5,11.665,9.4,7,"Maruti",1375,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4795,"BMW 3 Series Luxury Line","Kochi",2018,21936,"Diesel","Automatic","First",21.76,1995,190,5,58.67,37.92,7,"BMW",2742,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4796,"Volkswagen Vento Petrol Highline AT","Pune",2013,41000,"Petrol","Automatic","First",14.4,1598,103.6,5,11.665,5.25,12,"Volkswagen",3154,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4797,"Hyundai i20 1.2 Asta","Chennai",2011,47000,"Petrol","Manual","First",17,1197,80,5,11.665,4.5,14,"Hyundai",3133,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4798,"BMW X5 3.0d","Chennai",2009,110000,"Diesel","Automatic","First",11,2993,235,5,18,18,16,"BMW",6471,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4799,"Hyundai Xcent 1.2 Kappa S","Coimbatore",2015,45960,"Petrol","Manual","First",19.1,1197,82,5,11.665,5.56,10,"Hyundai",4178,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4800,"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Bangalore",2013,48000,"Diesel","Automatic","First",14.21,2143,203,5,22,22,12,"Mercedes-Benz",3692,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4801,"Land Rover Freelander 2 SE","Hyderabad",2011,68000,"Diesel","Automatic","First",12.39,2179,147.51,5,22,22,14,"Land",4533,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4802,"Hyundai i10 Magna","Mumbai",2011,41000,"Petrol","Manual","First",20.36,1197,78.9,5,11.665,2.65,14,"Hyundai",2733,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4803,"Hyundai Verna 1.6 SX CRDi (O)","Jaipur",2013,69573,"Diesel","Manual","Second",22.32,1582,126.32,5,11.665,5.85,12,"Hyundai",5352,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4804,"Volkswagen Jetta 2012-2014 2.0L TDI Highline","Chennai",2012,115000,"Diesel","Manual","First",19.33,1968,138.1,5,11.665,6.95,13,"Volkswagen",8214,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4805,"Mahindra XUV500 W8 2WD","Kolkata",2012,47629,"Diesel","Manual","First",15.1,2179,140,7,11.665,6.5,13,"Mahindra",3402,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4806,"Maruti Omni 8 Seater BSII","Jaipur",2004,66624,"Petrol","Manual","Third",19.7,796,35,8,11.665,0.85,21,"Maruti",3028,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4807,"Skoda Superb Style 1.8 TSI AT","Delhi",2013,80000,"Petrol","Automatic","Second",14.67,1798,177.46,5,32.54,7.25,12,"Skoda",6154,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4808,"Maruti Swift VDI","Pune",2012,94868,"Diesel","Manual","First",22.9,1248,74,5,7.92,4.5,13,"Maruti",6776,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4809,"Mahindra Scorpio 2.6 LX","Mumbai",2010,76477,"Diesel","Manual","First",10.5,2179,120,8,11.665,4.25,15,"Mahindra",4780,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4810,"Mercedes-Benz GLA Class 200 Sport Edition","Chennai",2016,28000,"Petrol","Automatic","First",13.7,1991,183,5,26,26,9,"Mercedes-Benz",2800,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4811,"Mahindra Thar CRDe","Coimbatore",2017,28599,"Diesel","Manual","First",16.55,2498,105,6,11.71,9.66,8,"Mahindra",3178,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4812,"Renault Duster 110PS Diesel RxZ","Bangalore",2013,45348,"Diesel","Manual","Second",19.01,1461,108.45,5,15.01,6.85,12,"Renault",3488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4813,"Audi Q5 2008-2012 2.0 TDI","Coimbatore",2013,80127,"Diesel","Automatic","First",12.8,1968,167.6,5,23.68,23.68,12,"Audi",6164,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4814,"Land Rover Freelander 2 SE","Delhi",2013,68000,"Diesel","Automatic","Second",12.39,2179,147.51,5,15.75,15.75,12,"Land",5231,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4815,"Volkswagen Vento Diesel Comfortline","Pune",2012,75000,"Diesel","Manual","Third",20.54,1598,103.6,5,11.665,3.5,13,"Volkswagen",5357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4816,"BMW 5 Series 2003-2012 540i Sedan","Delhi",2006,48000,"Petrol","Automatic","Second",11.62,2979,306,5,11.665,6.99,19,"BMW",2400,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4817,"Hyundai Elantra CRDi SX","Coimbatore",2019,41871,"Diesel","Manual","First",22.7,1582,126.2,5,15.57,15.57,6,"Hyundai",5982,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4818,"Tata Sumo EX","Coimbatore",2015,84931,"Diesel","Manual","First",15.3,2956,83.8,7,11.665,5.29,10,"Tata",7721,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4819,"Datsun redi-GO T","Kolkata",2016,15000,"Petrol","Manual","First",22.7,799,53.64,5,3.98,2.25,9,"Datsun",1500,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4820,"BMW X5 xDrive 30d","Chennai",2009,110000,"Diesel","Automatic","First",11.7,2993,245,5,20,20,16,"BMW",6471,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4821,"BMW 6 Series 630i Coupe","Mumbai",2011,5900,"Petrol","Automatic","First",7.94,4395,450,4,47.5,47.5,14,"BMW",393,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4822,"Maruti Alto Vxi 1.1","Chennai",2002,103653,"Petrol","Manual","Second",18.9,1061,47,5,11.665,1.22,23,"Maruti",4319,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4823,"Volkswagen Polo Petrol Comfortline 1.2L","Chennai",2012,64806,"Petrol","Manual","First",16.47,1198,73.9,5,11.665,3.65,13,"Volkswagen",4629,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4824,"Datsun GO Plus A","Pune",2016,35000,"Petrol","Manual","First",20.62,1198,67,7,11.665,3.1,9,"Datsun",3500,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4825,"Hyundai Creta 1.6 VTVT S","Bangalore",2016,40000,"Petrol","Manual","First",15.29,1591,121.3,5,11.665,11.5,9,"Hyundai",4000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4826,"Maruti Alto K10 VXI","Kochi",2015,23876,"Petrol","Manual","First",24.07,998,67.1,5,4.09,3.46,10,"Maruti",2171,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4827,"Hyundai Santa Fe 4X4","Coimbatore",2013,67901,"Diesel","Manual","First",14.66,2199,194.3,7,11.665,8.38,12,"Hyundai",5223,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4828,"Volkswagen Polo GT TDI","Pune",2014,68865,"Diesel","Manual","First",15.11,1598,103.6,5,11.665,4.8,11,"Volkswagen",5739,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4829,"Honda Amaze S i-Dtech","Pune",2014,71000,"Diesel","Manual","Second",25.8,1498,98.6,5,11.665,4.5,11,"Honda",5917,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4831,"Maruti Swift VDI","Kolkata",2014,25000,"Diesel","Manual","First",22.9,1248,74,5,7.92,3.95,11,"Maruti",2083,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4832,"Skoda Rapid 1.6 TDI Ambition","Hyderabad",2012,180000,"Diesel","Manual","First",20.5,1598,103.5,5,11.665,3.65,13,"Skoda",12857,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4833,"Mercedes-Benz E-Class 280 CDI","Mumbai",2005,131000,"Diesel","Automatic","First",11,2987,198.5,5,11.665,10,20,"Mercedes-Benz",6238,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4834,"Mahindra Scorpio SLE BSIV","Delhi",2011,65000,"Diesel","Manual","Second",12.05,2179,120,8,11.665,4,14,"Mahindra",4333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4835,"Nissan Sunny 2011-2014 Diesel XL","Hyderabad",2012,117777,"Diesel","Manual","First",21.64,1461,84.8,5,11.665,4.75,13,"Nissan",8413,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4836,"Maruti Swift Dzire VXi","Bangalore",2009,65000,"Petrol","Manual","Second",17.5,1298,85.8,5,11.665,3.1,16,"Maruti",3824,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4837,"Hyundai EON Sportz","Kochi",2017,46897,"Petrol","Manual","First",21.1,814,55.2,5,11.665,3.61,8,"Hyundai",5211,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4838,"Honda Brio S MT","Coimbatore",2015,36695,"Petrol","Manual","First",19.4,1198,86.8,5,11.665,4.29,10,"Honda",3336,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4839,"Nissan Micra XV Primo","Kolkata",2011,43000,"Petrol","Manual","First",18.06,1198,75,5,11.665,2.13,14,"Nissan",2867,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4840,"Maruti Alto LXi BSII","Mumbai",2008,54000,"Petrol","Manual","First",19.7,796,46.3,5,11.665,1.1,17,"Maruti",3000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4841,"BMW 3 Series 320d","Hyderabad",2011,89000,"Diesel","Automatic","First",22.69,1995,190,5,47.2,13.95,14,"BMW",5933,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4842,"Volkswagen Polo 1.2 MPI Highline","Mumbai",2014,7000,"Petrol","Manual","First",16.47,1198,74,5,11.665,5.35,11,"Volkswagen",583,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4843,"Maruti Celerio LXI","Hyderabad",2014,58470,"Petrol","Manual","First",23.1,998,67.04,5,11.665,3.9,11,"Maruti",4872,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4844,"Maruti Wagon R VXI 1.2","Kolkata",2014,37000,"Petrol","Manual","First",21.5,1197,81.8,5,5.56,2.8,11,"Maruti",3083,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4845,"Maruti Ciaz ZDi Plus","Mumbai",2016,29000,"Diesel","Manual","First",26.21,1248,88.5,5,11.665,8.75,9,"Maruti",2900,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4846,"Audi A4 2.0 TDI","Hyderabad",2013,52000,"Diesel","Automatic","First",16.55,1968,147.51,5,19.5,19.5,12,"Audi",4000,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4847,"Honda Brio S MT","Kolkata",2013,32807,"Petrol","Manual","First",19.4,1198,86.8,5,11.665,2.75,12,"Honda",2524,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4848,"Mahindra Scorpio VLX 2WD AT BSIV","Hyderabad",2013,86000,"Diesel","Automatic","First",11.79,2179,120,8,11.665,8,12,"Mahindra",6615,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4849,"Honda City i DTEC V","Delhi",2014,66500,"Diesel","Manual","First",26,1498,98.6,5,11.665,5.7,11,"Honda",5542,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4850,"BMW X1 sDrive20d","Ahmedabad",2012,94000,"Diesel","Automatic","First",17.05,1995,184,5,12.5,12.5,13,"BMW",6714,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4851,"Chevrolet Spark 1.0 LT","Chennai",2011,29000,"Petrol","Manual","Second",18,995,62,5,11.665,1.75,14,"Chevrolet",1933,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4852,"Ford Figo Diesel EXI","Chennai",2010,107389,"Diesel","Manual","Second",20,1399,68,5,11.665,1.9,15,"Ford",6712,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4853,"Maruti Swift VXI BSIV","Ahmedabad",2015,36100,"Petrol","Manual","First",20.4,1197,81.8,5,11.665,4.5,10,"Maruti",3282,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4854,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Mumbai",2015,16329,"Diesel","Automatic","First",19.27,2143,170,5,30.3,30.3,10,"Mercedes-Benz",1484,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4855,"Skoda Octavia Elegance 2.0 TDI AT","Hyderabad",2014,36000,"Diesel","Automatic","First",19.3,1968,141,5,16,16,11,"Skoda",3000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4856,"BMW X3 xDrive20d xLine","Kochi",2017,41816,"Diesel","Automatic","First",18.56,1995,190,5,32.78,32.78,8,"BMW",4646,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4857,"Hyundai EON Era Plus","Jaipur",2015,54680,"Petrol","Manual","First",21.1,814,55.2,5,11.665,2.5,10,"Hyundai",4971,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4858,"Audi A4 35 TDI Technology","Hyderabad",2017,14000,"Diesel","Automatic","First",18.25,1968,187.74,5,55.61,43,8,"Audi",1556,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4859,"Ford Figo 2015-2019 1.2P Titanium MT","Kochi",2017,23977,"Petrol","Manual","First",18.16,1196,86.8,5,11.665,5.38,8,"Ford",2664,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4860,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2013,30131,"Petrol","Manual","First",20.92,998,67.1,5,11.665,2.65,12,"Maruti",2318,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4861,"Maruti Alto 800 2016-2019 VXI","Hyderabad",2017,2530,"Petrol","Manual","First",24.7,796,47.3,5,11.665,3.3,8,"Maruti",281,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4862,"Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad",2015,39000,"Diesel","Automatic","First",19.27,2143,167.62,5,34,34,10,"Mercedes-Benz",3545,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4863,"Hyundai Santro D Lite","Chennai",2001,140000,"Petrol","Manual","Third",20.3,1086,68,5,4.55,0.7,24,"Hyundai",5600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4864,"Hyundai Xcent 1.1 CRDi S","Kochi",2017,32257,"Diesel","Manual","First",24.4,1120,71,5,11.665,6.83,8,"Hyundai",3584,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4865,"Honda Amaze S i-Dtech","Kochi",2016,46983,"Diesel","Manual","First",25.8,1498,98.6,5,11.665,5.77,9,"Honda",4698,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4866,"Maruti Swift Vdi BSIII","Chennai",2008,107000,"Diesel","Manual","Second",17.8,1248,75,5,11.665,3.1,17,"Maruti",5944,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4867,"Volkswagen Polo 1.2 MPI Comfortline","Mumbai",2017,19000,"Petrol","Manual","First",16.2,1199,74,5,11.665,4.95,8,"Volkswagen",2111,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4868,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2013,88000,"Diesel","Automatic","First",17.11,1968,174.33,5,16.25,16.25,12,"Audi",6769,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4869,"Land Rover Range Rover 3.6 TDV8 Vogue SE","Coimbatore",2012,84384,"Diesel","Automatic","First",10.2,4367,308,7,52.54,52.54,13,"Land",6027,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4870,"Mahindra XUV500 W8 2WD","Chennai",2011,128000,"Diesel","Manual","Third",16,2179,140,7,11.665,6.4,14,"Mahindra",8533,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4871,"Ford Endeavour 2.5L 4X2","Bangalore",2011,71000,"Diesel","Manual","Third",13.1,2499,141,7,11.665,6.95,14,"Ford",4733,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4872,"Tata Indica V2 DLX","Kolkata",2008,50000,"Diesel","Manual","First",17.2,1396,53.5,5,11.665,0.85,17,"Tata",2778,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
